state_code,level_name,statename,date,value,variable,graph_title
35,state,Andaman & Nicobar Islands,2016-03-01,82.00,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
1,state,Jammu & Kashmir,2016-03-01,61.70,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
2,state,Himachal Pradesh,2016-03-01,66.70,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
3,state,Punjab,2016-03-01,69.60,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
4,state,Chandigarh,2016-03-01,79.30,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
5,state,Uttarakhand,2016-03-01,72.30,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
6,state,Haryana,2016-03-01,55.00,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
7,state,NCT of Delhi,2016-03-01,56.30,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
8,state,Rajasthan,2016-03-01,59.40,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
9,state,Uttar Pradesh,2016-03-01,59.60,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
10,state,Bihar,2016-03-01,51.80,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
11,state,Sikkim,2016-03-01,89.40,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
12,state,Arunachal Pradesh,2016-03-01,76.90,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
13,state,Nagaland,2016-03-01,90.70,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
14,state,Manipur,2016-03-01,77.00,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
15,state,Mizoram,2016-03-01,79.00,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
16,state,Tripura,2016-03-01,77.50,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
17,state,Meghalaya,2016-03-01,77.30,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
18,state,Assam,2016-03-01,71.00,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
19,state,West Bengal,2016-03-01,70.80,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
20,state,Jharkhand,2016-03-01,71.90,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
21,state,Odisha,2016-03-01,60.30,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
22,state,Chhattisgarh,2016-03-01,65.90,"sector : total; Gender : Female; Indicator : Percentage of Currently Married Women Aged 15-49 Who Usually Make Decisions Either by Themselves or Jointly with Their Husband about All Three Decisions","Women's Participation in Decision Making by State/Union Territories (percent, Source: NFHS)"
